#      time         order        tairmean     top       
  174.9330822       1.0000       21.000       21.015    
  176.4330822       1.0000       21.000       21.012    
  177.9330822       1.0000       21.000       21.012    
  179.4330822       1.0000       21.001       21.014    
  180.9330822       1.0000       21.001       21.018    
  182.4330822       1.0000       21.000       21.020    
  183.9330822       1.0000       21.000       21.020    
  185.4330822       1.0000       21.000       21.022    
  186.9330822       1.0000       21.000       21.024    
  188.4330822       1.0000       21.000       21.024    
  189.9330822       1.0000       21.000       21.024    
  191.4330822       1.0000       21.000       21.023    
  192.0396767       1.0000       21.000       21.022    
  192.0396767       1.0000       21.000       21.022    
  194.4396767       1.0000       21.000       21.019    
  195.9396767       1.0000       21.000       21.016    
  197.4396767       1.0000       21.000       21.013    
  198.9396767       1.0000       21.000       21.011    
  200.4396767       1.0000       21.000       21.009    
  201.9396767       1.0000       21.000       21.008    
  203.4396767       1.0000       21.001       21.013    
  204.9396767       1.0000       21.001       21.021    
  206.4396767       1.0000       21.000       21.025    
  207.9396767       1.0000       20.999       21.020    
  209.4396767       1.0000       21.000       21.021    
  210.9396767       1.0000       21.000       21.021    
  212.4396767       1.0000       21.000       21.019    
  213.9396767       1.0000       21.000       21.016    
  215.4396767       1.0000       21.000       21.013    
  216.0462981       1.0000       21.000       21.012    
  216.0462981       1.0000       21.000       21.012    
  216.0942981       1.0000       21.000       21.012    
  216.1422981       1.0000       21.000       21.012    
  216.2382981       1.0000       21.000       21.012    
  216.4302981       1.0000       21.000       21.011    
  216.8142981       1.0000       21.000       21.010    
  217.5822981       1.0000       21.000       21.009    
  219.0822981       1.0000       21.000       21.006    
  220.5822981       1.0000       21.000       21.004    
  222.0822981       1.0000       21.000       21.004    
  223.5822981       1.0000       21.000       21.004    
  225.0822981       1.0000       21.000       21.006    
  226.5822981       1.0000       21.001       21.011    
  228.0822981       1.0000       21.001       21.018    
  228.7078879       1.0000       21.001       21.020    
  228.7078879       1.0000       21.001       21.020    
  229.9366879       1.0000       21.000       21.025    
  230.0768452       1.0000       21.000       21.025    
  230.3571599       1.0000       21.000       21.025    
  230.3571599       1.0000       21.000       21.025    
  231.3401999       1.0000       21.000       21.027    
  232.3232399       1.0000       21.000       21.030    
  233.8232399       1.0000       21.000       21.034    
  235.3232399       1.0000       21.000       21.036    
  236.8232399       1.0000       21.000       21.038    
  238.3232399       1.0000       21.000       21.038    
  239.8232399       1.0000       21.000       21.039    
  240.0467783       1.0000       21.000       21.039    
  240.0467783       1.0000       21.000       21.039    
  241.6196423       1.0000       21.000       21.039    
  243.1196423       1.0000       21.000       21.039    
  244.6196423       1.0000       21.000       21.040    
  246.1196423       1.0000       21.000       21.041    
  247.6196423       1.0000       21.000       21.044    
  249.1196423       1.0000       21.000       21.047    
  250.6196423       1.0000       21.000       21.050    
  252.1196423       1.0000       21.000       21.054    
  253.6196423       1.0000       21.000       21.056    
  255.1196423       1.0000       21.000       21.058    
  256.6196423       1.0000       21.000       21.060    
  258.1196423       1.0000       21.000       21.060    
  259.6196423       1.0000       21.000       21.060    
  261.1196423       1.0000       21.000       21.059    
  262.6196423       1.0000       21.000       21.056    
  264.0583205       1.0000       21.000       21.054    
  264.0583205       1.0000       21.000       21.054    
  266.4583205       1.0000       21.000       21.049    
  267.9583205       1.0000       21.000       21.046    
  269.4583205       1.0000       21.000       21.042    
  270.9583205       1.0000       21.000       21.038    
  272.4583205       1.0000       21.000       21.035    
  273.9583205       1.0000       21.000       21.032    
  275.4583205       1.0000       21.001       21.034    
  276.9583205       1.0000       21.001       21.038    
  278.4583205       1.0000       21.000       21.039    
  279.9583205       1.0000       20.999       21.032    
  281.4583205       1.0000       21.000       21.031    
  282.9583205       1.0000       21.000       21.030    
  284.4583205       1.0000       21.000       21.028    
  285.9583205       1.0000       21.000       21.026    
  287.4583205       1.0000       21.000       21.024    
  288.0653557       1.0000       21.000       21.024    
  288.0653557       1.0000       21.000       21.024    
  290.4653557       1.0000       21.000       21.020    
  291.9653557       1.0000       21.000       21.018    
  293.4653557       1.0000       21.000       21.015    
  294.9653557       1.0000       21.000       21.013    
  296.4653557       1.0000       21.000       21.011    
  297.9653557       1.0000       21.000       21.012    
  299.4653557       1.0000       21.001       21.014    
  300.9653557       1.0000       21.000       21.017    
  302.4653557       1.0000       21.000       21.020    
  303.9653557       1.0000       21.000       21.024    
  305.4653557       1.0000       21.000       21.029    
  306.9653557       1.0000       21.000       21.033    
  308.4653557       1.0000       21.000       21.036    
  309.9653557       1.0000       21.000       21.039    
  311.4653557       1.0000       21.000       21.041    
  312.0714167       1.0000       21.000       21.042    
  312.0714167       1.0000       21.000       21.042    
  314.4714167       1.0000       21.000       21.044    
  315.9714167       1.0000       21.000       21.045    
  317.4714167       1.0000       21.000       21.045    
  318.9714167       1.0000       21.000       21.044    
  320.4714167       1.0000       21.000       21.043    
  321.9714167       1.0000       21.000       21.042    
  323.4714167       1.0000       21.000       21.042    
  323.4714167       1.0000       21.000       21.042    
  325.8714167       1.0000       21.000       21.044    
  327.3714167       1.0000       21.000       21.046    
  328.8145214       1.0000       21.000       21.049    
  328.8145214       1.0000       21.000       21.049    
  331.2145214       1.0000       21.000       21.053    
  332.7145214       1.0000       21.000       21.055    
  334.2145214       1.0000       21.000       21.057    
  335.7145214       1.0000       21.000       21.059    
  336.0738550       1.0000       21.000       21.060    
  336.0738550       1.0000       21.000       21.060    
  338.4738550       1.0000       21.000       21.062    
  339.9738550       1.0000       21.000       21.064    
  341.4738550       1.0000       21.000       21.065    
  342.9738550       1.0000       21.000       21.068    
  344.4738550       1.0000       21.000       21.070    
  345.9738550       1.0000       21.000       21.073    
  347.4738550       1.0000       21.000       21.076    
  348.9738550       1.0000       21.000       21.080    
  350.4738550       1.0000       21.000       21.084    
  351.9738550       1.0000       21.000       21.086    
  353.4738550       1.0000       21.000       21.089    
  354.9738550       1.0000       21.000       21.092    
  356.4738550       1.0000       21.000       21.094    
  357.9738550       1.0000       21.000       21.096    
  359.4738550       1.0000       21.000       21.097    
  360.0830913       1.0000       21.000       21.098    
  360.0830913       1.0000       21.000       21.098    
  360.7856276       1.0000       21.000       21.098    
  360.8012110       1.0000       21.000       21.098    
  360.8323780       1.0000       21.000       21.098    
  360.8323780       1.0000       21.000       21.098    
  361.3944070       1.0000       21.000       21.099    
  361.9564360       1.0000       21.000       21.099    
  363.0804940       1.0000       21.000       21.100    
  364.5804940       1.0000       21.000       21.100    
  365.6801648       1.0000       21.000       21.100    
  365.6801648       1.0000       21.000       21.100    
  367.4786575       1.0000       21.000       21.100    
  368.9786575       1.0000       21.000       21.100    
  370.4786575       1.0000       21.000       21.100    
  371.9786575       1.0000       21.000       21.101    
  373.4786575       1.0000       21.000       21.102    
  374.9786575       1.0000       21.000       21.102    
  376.4786575       1.0000       21.000       21.101    
  377.9786575       1.0000       21.000       21.101    
  379.4786575       1.0000       21.000       21.100    
  380.9786575       1.0000       21.000       21.098    
  382.4786575       1.0000       21.000       21.097    
  383.9786575       1.0000       21.000       21.095    
  384.0893879       1.0000       21.000       21.095    
  384.0893879       1.0000       21.000       21.095    
  386.4893879       1.0000       21.000       21.092    
  387.8551954       1.0000       21.000       21.091    
  387.8551954       1.0000       21.000       21.091    
  389.7751954       1.0000       21.000       21.090    
  391.2751954       1.0000       21.000       21.090    
  391.2751954       1.0000       21.000       21.090    
  392.8111954       1.0000       21.000       21.090    
  394.3111954       1.0000       21.000       21.090    
  395.8111954       1.0000       21.000       21.091    
  397.3111954       1.0000       21.000       21.092    
  398.8111954       1.0000       21.000       21.093    
  398.8506251       1.0000       21.000       21.093    
  398.9294845       1.0000       21.000       21.093    
  399.0160291       1.0000       21.000       21.093    
  399.0160291       1.0000       21.000       21.093    
  401.4160291       1.0000       21.000       21.094    
  402.6428470       1.0000       21.000       21.095    
  402.6428470       1.0000       21.000       21.095    
  404.5628470       1.0000       21.000       21.097    
  406.0628470       1.0000       21.000       21.098    
  407.5628470       1.0000       21.000       21.099    
  408.0863692       1.0000       21.000       21.100    
  408.0863692       1.0000       21.000       21.100    
  410.4863692       1.0000       21.000       21.102    
  411.9863692       1.0000       21.000       21.103    
  413.4863692       1.0000       21.000       21.104    
  414.9863692       1.0000       21.000       21.105    
  416.4863692       1.0000       21.000       21.106    
  417.9863692       1.0000       21.000       21.108    
  419.4863692       1.0000       21.000       21.109    
  420.9863692       1.0000       21.000       21.110    
  422.4863692       1.0000       21.000       21.111    
  423.9863692       1.0000       21.000       21.112    
  425.4863692       1.0000       21.000       21.113    
  426.9863692       1.0000       21.000       21.113    
  428.4863692       1.0000       21.000       21.113    
  429.9863692       1.0000       21.000       21.113    
  431.4863692       1.0000       21.000       21.112    
  432.0993664       1.0000       21.000       21.112    
  432.0993664       1.0000       21.000       21.112    
  434.4993664       1.0000       21.000       21.110    
  435.9993664       1.0000       21.000       21.109    
  437.4993664       1.0000       21.000       21.108    
  438.9993664       1.0000       21.000       21.107    
  440.4993664       1.0000       21.000       21.106    
  441.9993664       1.0000       21.000       21.106    
  442.7102987       1.0000       21.000       21.106    
  444.1321633       1.0000       21.000       21.106    
  445.6321633       1.0000       21.000       21.106    
  447.1321633       1.0000       21.000       21.106    
  447.2399375       1.0000       21.000       21.106    
  447.4554858       1.0000       21.000       21.106    
  447.4921759       1.0000       21.000       21.106    
  447.5655561       1.0000       21.000       21.106    
  447.6389363       1.0000       21.000       21.106    
  447.6389363       1.0000       21.000       21.106    
  448.8327334       1.0000       21.000       21.106    
  448.9000633       1.0000       21.000       21.106    
  449.0347231       1.0000       21.000       21.106    
  449.3040426       1.0000       21.000       21.106    
  449.4575774       1.0000       21.000       21.106    
  449.4575774       1.0000       21.000       21.106    
  450.4126151       1.0000       21.000       21.106    
  451.3676528       1.0000       21.000       21.106    
  452.8676528       1.0000       21.000       21.106    
  454.3676528       1.0000       21.000       21.105    
  455.8676528       1.0000       21.000       21.105    
  456.1000270       1.0000       21.000       21.105    
  456.1000270       1.0000       21.000       21.105    
  457.6280873       1.0000       21.000       21.105    
  459.1280873       1.0000       21.000       21.104    
  460.6280873       1.0000       21.000       21.104    
  462.1280873       1.0000       21.000       21.104    
  463.6280873       1.0000       21.000       21.104    
  465.1280873       1.0000       21.000       21.104    
  465.1766612       1.0000       21.000       21.104    
  465.2738091       1.0000       21.000       21.104    
  465.4681048       1.0000       21.000       21.104    
  465.4681048       1.0000       21.000       21.104    
  467.3068186       1.0000       21.000       21.106    
  467.4061437       1.0000       21.000       21.106    
  467.5277629       1.0000       21.000       21.106    
  467.5277629       1.0000       21.000       21.106    
  468.9987340       1.0000       21.000       21.107    
  469.1148236       1.0000       21.000       21.107    
  469.2791749       1.0000       21.000       21.107    
  469.2791749       1.0000       21.000       21.107    
  470.4559518       1.0000       21.000       21.108    
  470.5922123       1.0000       21.000       21.108    
  470.8647333       1.0000       21.000       21.108    
  470.9136436       1.0000       21.000       21.108    
  471.0114642       1.0000       21.000       21.109    
  471.0114643       1.0000       21.000       21.109    
  471.9528858       1.0000       21.000       21.110    
  472.8943073       1.0000       21.000       21.110    
  474.3943073       1.0000       21.000       21.111    
  475.8943073       1.0000       21.000       21.112    
  477.3943073       1.0000       21.000       21.112    
  478.8943073       1.0000       21.000       21.112    
  480.1088665       1.0000       21.000       21.112    
  480.1088665       1.0000       21.000       21.112    
  481.2900695       1.0000       21.000       21.112    
  481.3659203       1.0000       21.000       21.112    
  481.5176218       1.0000       21.000       21.112    
  481.5176218       1.0000       21.000       21.112    
  482.2280771       1.0000       21.000       21.112    
  482.2958345       1.0000       21.000       21.112    
  482.4313492       1.0000       21.000       21.113    
  482.4313492       1.0000       21.000       21.113    
  482.9997135       1.0000       21.000       21.113    
  483.3077394       1.0000       21.000       21.113    
  483.3077394       1.0000       21.000       21.113    
  483.7624308       1.0000       21.000       21.113    
  484.2171222       1.0000       21.000       21.113    
  485.1265050       1.0000       21.000       21.113    
  486.6265050       1.0000       21.000       21.114    
  488.1265050       1.0000       21.000       21.115    
  489.6265050       1.0000       21.000       21.116    
  491.1265050       1.0000       21.000       21.118    
  492.6265050       1.0000       21.000       21.120    
  494.1265050       1.0000       21.000       21.122    
  495.6265050       1.0000       21.000       21.123    
  497.1265050       1.0000       21.000       21.124    
  497.1265050       1.0000       21.000       21.124    
  497.1888387       1.0000       21.000       21.124    
  497.2511724       1.0000       21.000       21.124    
  497.3084232       1.0000       21.000       21.124    
  497.3084232       1.0000       21.000       21.124    
  497.4081570       1.0000       21.000       21.124    
  497.5078909       1.0000       21.000       21.124    
  497.7073587       1.0000       21.000       21.125    
  498.1062941       1.0000       21.000       21.125    
  498.9041651       1.0000       21.000       21.125    
  500.4041651       1.0000       21.000       21.125    
  501.9041651       1.0000       21.000       21.125    
  503.4041651       1.0000       21.000       21.125    
  504.1143387       1.0000       21.000       21.124    
  504.1143387       1.0000       21.000       21.124    
  505.3909322       1.0000       21.000       21.124    
  506.6675257       1.0000       21.000       21.123    
  508.1675257       1.0000       21.000       21.122    
  509.6675257       1.0000       21.000       21.120    
  511.1675257       1.0000       21.000       21.119    
  512.6675257       1.0000       21.000       21.117    
  514.1675257       1.0000       21.000       21.118    
  515.6675257       1.0000       21.001       21.126    
  517.1675257       1.0000       21.001       21.134    
  518.6675257       1.0000       21.000       21.131    
  520.1675257       1.0000       20.999       21.129    
  521.6675257       1.0000       21.000       21.130    
  523.1675257       1.0000       21.000       21.130    
  523.4597174       1.0000       21.000       21.130    
  523.4597174       1.0000       21.000       21.130    
  525.5022670       1.0000       21.000       21.128    
  527.0022670       1.0000       21.000       21.126    
  528.1182468       1.0000       21.000       21.125    
  528.1182468       1.0000       21.000       21.125    
  530.5182468       1.0000       21.000       21.120    
  530.6011381       1.0000       21.000       21.120    
  530.7669208       1.0000       21.000       21.120    
  531.0984860       1.0000       21.000       21.119    
  531.1755701       1.0000       21.000       21.119    
  531.1755701       1.0000       21.000       21.119    
  533.0955701       1.0000       21.000       21.116    
  533.1862557       1.0000       21.000       21.116    
  533.3676269       1.0000       21.000       21.116    
  533.3783167       1.0000       21.000       21.116    
  533.3783167       1.0000       21.000       21.116    
  534.9143167       1.0000       21.000       21.114    
  536.4143167       1.0000       21.000       21.112    
  537.9143167       1.0000       21.000       21.111    
  537.9729227       1.0000       21.000       21.111    
  538.0901347       1.0000       21.000       21.111    
  538.3245587       1.0000       21.000       21.111    
  538.3245587       1.0000       21.000       21.111    
  540.7245587       1.0000       21.000       21.115    
  542.2245587       1.0000       21.000       21.118    
  543.7245587       1.0000       20.999       21.116    
  545.2245587       1.0000       21.000       21.117    
  546.7245587       1.0000       21.000       21.118    
  548.2245587       1.0000       21.000       21.118    
  549.7245587       1.0000       21.000       21.119    
  551.2245587       1.0000       21.000       21.119    
  552.1229017       1.0000       21.000       21.118    
  552.1229017       1.0000       21.000       21.118    
  554.5229017       1.0000       21.000       21.118    
  556.0229017       1.0000       21.000       21.117    
  557.5229017       1.0000       21.000       21.116    
  559.0229017       1.0000       21.000       21.115    
  559.4038386       1.0000       21.000       21.115    
  559.4038386       1.0000       21.000       21.115    
  561.1394368       1.0000       21.000       21.114    
  561.2516884       1.0000       21.000       21.114    
  561.4761915       1.0000       21.000       21.114    
  561.5038360       1.0000       21.000       21.114    
  561.5591249       1.0000       21.000       21.114    
  561.5678303       1.0000       21.000       21.114    
  561.5678303       1.0000       21.000       21.114    
  562.9563088       1.0000       21.001       21.117    
  564.3447874       1.0000       21.001       21.121    
  565.8447874       1.0000       21.000       21.122    
  567.3447874       1.0000       21.000       21.120    
  568.8447874       1.0000       21.000       21.121    
  568.8933958       1.0000       21.000       21.121    
  568.9906126       1.0000       21.000       21.121    
  568.9906126       1.0000       21.000       21.121    
  571.2121783       1.0000       21.000       21.122    
  572.7121783       1.0000       21.000       21.121    
  574.2121783       1.0000       21.000       21.119    
  574.5121783       1.0000       21.000       21.119    
  575.1121783       1.0000       21.000       21.118    
  576.1264498       1.0000       21.000       21.117    
  576.1264498       1.0000       21.000       21.117    
  578.5264498       1.0000       21.000       21.115    
  580.0264498       1.0000       21.000       21.113    
  581.5264498       1.0000       21.000       21.112    
  583.0264498       1.0000       21.000       21.111    
  584.5264498       1.0000       21.000       21.110    
  586.0264498       1.0000       21.000       21.110    
  587.1805155       1.0000       21.000       21.110    
  587.1805155       1.0000       21.000       21.110    
  589.5805155       1.0000       21.000       21.114    
  591.0805155       1.0000       21.000       21.112    
  592.5805155       1.0000       21.000       21.112    
  594.0805155       1.0000       21.000       21.113    
  595.5805155       1.0000       21.000       21.112    
  597.0805155       1.0000       21.000       21.112    
  598.5805155       1.0000       21.000       21.111    
  600.0805155       1.0000       21.000       21.110    
  600.1318462       1.0000       21.000       21.110    
  600.1318462       1.0000       21.000       21.110    
  602.5318462       1.0000       21.000       21.108    
  604.0318462       1.0000       21.000       21.106    
  605.5318462       1.0000       21.000       21.105    
  607.0318462       1.0000       21.000       21.103    
  608.5318462       1.0000       21.000       21.101    
  610.0318462       1.0000       21.000       21.100    
  611.5318462       1.0000       21.000       21.101    
  613.0318462       1.0000       21.000       21.100    
  614.3211710       1.0000       21.000       21.100    
  614.3211710       1.0000       21.000       21.100    
  616.7211710       1.0000       21.000       21.099    
  618.2211710       1.0000       21.000       21.097    
  619.7211710       1.0000       21.000       21.095    
  621.2211710       1.0000       21.000       21.093    
  622.7211710       1.0000       21.000       21.091    
  624.1339952       1.0000       21.000       21.089    
  624.1339952       1.0000       21.000       21.089    
  626.5339952       1.0000       21.000       21.086    
  628.0339952       1.0000       21.000       21.084    
  629.5339952       1.0000       21.000       21.082    
  631.0339952       1.0000       21.000       21.080    
  632.5339952       1.0000       21.000       21.078    
  634.0339952       1.0000       21.000       21.076    
  635.5339952       1.0000       21.000       21.076    
  637.0339952       1.0000       21.000       21.077    
  638.1263253       1.0000       21.000       21.077    
  638.1263253       1.0000       21.000       21.077    
  640.5263253       1.0000       21.000       21.076    
  640.6627562       1.0000       21.000       21.076    
  640.9356181       1.0000       21.000       21.076    
  640.9481271       1.0000       21.000       21.076    
  640.9731452       1.0000       21.000       21.076    
  640.9731452       1.0000       21.000       21.076    
  642.8931452       1.0000       21.000       21.076    
  644.3931452       1.0000       21.000       21.075    
  645.8931452       1.0000       21.000       21.075    
  647.3931452       1.0000       21.000       21.075    
  648.1386132       1.0000       21.000       21.075    
  648.1386132       1.0000       21.000       21.075    
  650.5386132       1.0000       21.000       21.076    
  652.0386132       1.0000       21.000       21.077    
  652.0386132       1.0000       21.000       21.077    
  653.5619015       1.0000       21.000       21.079    
  655.0619015       1.0000       21.000       21.081    
  655.0619015       1.0000       21.000       21.081    
  655.0623916       1.0000       21.000       21.081    
  655.0628818       1.0000       21.000       21.081    
  655.0628818       1.0000       21.000       21.081    
  655.0632739       1.0000       21.000       21.081    
  655.0636660       1.0000       21.000       21.081    
  655.0644502       1.0000       21.000       21.081    
  655.0660187       1.0000       21.000       21.081    
  655.0691556       1.0000       21.000       21.081    
  655.0754294       1.0000       21.000       21.081    
  655.0879770       1.0000       21.000       21.081    
  655.1130722       1.0000       21.000       21.081    
  655.1632627       1.0000       21.000       21.082    
  655.2636437       1.0000       21.000       21.082    
  655.4644055       1.0000       21.000       21.082    
  655.8659293       1.0000       21.000       21.083    
  656.6689768       1.0000       21.000       21.084    
  658.1689768       1.0000       21.000       21.088    
  659.6689768       1.0000       21.001       21.093    
  661.1689768       1.0000       21.001       21.100    
  662.6689768       1.0000       21.000       21.101    
  664.1689768       1.0000       21.000       21.103    
  665.6689768       1.0000       21.000       21.106    
  667.1689768       1.0000       21.000       21.107    
  668.6689768       1.0000       21.000       21.108    
  670.1689768       1.0000       21.000       21.108    
  671.6689768       1.0000       21.000       21.107    
  672.1376339       1.0000       21.000       21.106    
  672.1376339       1.0000       21.000       21.106    
  673.4225099       1.0000       21.000       21.105    
  674.7073859       1.0000       21.000       21.104    
  676.2073859       1.0000       21.000       21.102    
  677.7073859       1.0000       21.000       21.099    
  678.0855255       1.0000       21.000       21.099    
  678.1795370       1.0000       21.000       21.099    
  678.1795370       1.0000       21.000       21.099    
  680.2353387       1.0000       21.000       21.095    
  681.7353387       1.0000       21.000       21.093    
  682.8657259       1.0000       21.000       21.094    
  682.8657259       1.0000       21.000       21.094    
  683.9585528       1.0000       21.001       21.095    
  684.0577685       1.0000       21.001       21.096    
  684.2562001       1.0000       21.001       21.096    
  684.2722334       1.0000       21.001       21.096    
  684.3043000       1.0000       21.001       21.096    
  684.3043000       1.0000       21.001       21.096    
  685.1785616       1.0000       21.000       21.096    
  685.2837788       1.0000       21.000       21.095    
  685.4402914       1.0000       21.000       21.095    
  685.4402914       1.0000       21.000       21.095    
  686.1397006       1.0000       21.000       21.096    
  686.8391098       1.0000       21.000       21.097    
  688.2379283       1.0000       21.000       21.098    
  689.7379283       1.0000       21.000       21.100    
  691.2379283       1.0000       21.000       21.102    
  692.7379283       1.0000       21.000       21.104    
  694.2379283       1.0000       21.000       21.106    
  695.7379283       1.0000       21.000       21.108    
  696.1427866       1.0000       21.000       21.109    
  696.1427866       1.0000       21.000       21.109    
  698.3808962       1.0000       21.000       21.112    
  699.8808962       1.0000       21.000       21.114    
  701.3808962       1.0000       21.000       21.116    
  702.8808962       1.0000       21.000       21.118    
  704.3808962       1.0000       21.000       21.120    
  705.8808962       1.0000       21.000       21.122    
  707.3808962       1.0000       21.000       21.124    
  708.8808962       1.0000       21.000       21.126    
